number	name	submit	submit_people	accept_people	average_attempt	accept	wrong	time_over	memory_over	output_over	output_type_error	runtime_error	compile_error	accept_proportion	accept_people_proportion	algorithm
12907	동물원	179	52	48	3.25	53	120	2	0	0	0	1	3	30.769	92.308	
12908	텔레포트 3	117	40	38	2.263	43	61	1	1	0	0	1	10	44.186	95	
12909	그래프 만들기	42	20	19	1.632	24	8	5	0	0	0	3	2	61.29	95	
12910	사탕 나눠주기	60	50	50	1.18	51	7	0	0	0	0	0	2	84.746	100	
12911	좋아하는 배열	333	103	82	2.646	131	78	82	0	2	0	30	10	37.788	79.612	
12912	트리 수정	42	16	16	2.375	20	15	4	0	1	0	0	2	42.105	100	
12913	매직 포션	221	42	40	4.325	56	133	12	1	0	0	6	13	23.121	95.238	
12914	곰을 위한 레스토랑	95	24	22	3.818	26	63	4	0	0	0	0	2	26.19	91.667	
12915	대회 개최	119	43	38	2.605	46	64	6	0	1	0	0	2	38.384	88.372	
12916	K-Path	58	17	16	1.375	39	12	1	3	0	0	1	2	72.727	94.118	
12917	String Function Calculation	40	7	5	1.6	6	13	0	0	0	0	13	8	62.5	71.429	
12918	정리정돈	49	5	3	12.333	3	28	10	0	0	0	0	8	8.108	60	
12919	A와 B 2	200	83	74	2.027	90	56	19	8	0	0	4	23	49.333	89.157	
12920	평범한 배낭 2	550	111	71	3.775	136	214	90	20	5	0	67	18	26.493	63.964	
12921	제한된 메모리	146	35	33	2.485	54	40	16	10	2	0	24	0	40.244	94.286	
12922	블록 퍼즐	35	10	9	3.333	9	23	0	0	0	0	3	0	30	90	
12923	별 모으기	31	11	10	2.6	12	12	3	0	0	0	4	0	38.462	90.909	
12924	멋진 숫자 쌍	98	27	25	3.4	29	57	10	0	1	0	1	0	29.412	92.593	
12925	Numbers	40	18	16	1.938	18	15	0	0	1	0	3	3	51.613	88.889	
12926	쉽게 제한된 메모리	104	30	23	2.739	35	27	15	21	0	0	1	5	36.508	76.667	
12927	배수 스위치	82	61	60	1.233	64	9	2	1	2	0	1	3	81.081	98.361	
12928	트리와 경로의 길이	108	34	25	2.8	34	53	10	1	0	0	7	3	35.714	73.529	
12929	빌딩 높이	36	9	6	3.333	6	24	0	0	0	0	4	2	30	66.667	
12930	두 가중치	135	49	47	2.298	58	43	20	1	0	0	7	6	43.519	95.918	
12931	두 배 더하기	152	91	91	1.506	104	30	9	3	0	0	0	6	66.423	100	
12932	노래방	93	41	36	2	42	32	3	0	0	0	13	3	50	87.805	
12933	오리	345	109	102	2.794	120	191	15	0	2	0	2	15	35.789	93.578	
12934	턴 게임	105	49	49	1.959	56	38	0	0	0	0	8	3	51.042	100	
12935	트리와 경로의 길이 2	22	11	11	1.455	16	6	0	0	0	0	0	0	68.75	100	
12936	영웅은 죽지 않아요	19	9	8	1.75	9	8	1	0	0	0	1	0	57.143	88.889	
12937	좋아하는 배열 2	55	10	3	1.333	10	2	24	11	0	0	7	1	75	30	
12938	곱으로 분해하기	25	11	10	2.3	10	11	1	0	0	0	3	0	43.478	90.909	
12939	부분 문자열	40	21	21	1.762	24	12	0	1	0	0	2	1	56.757	100	
12940	에너지 관리	7	4	4	1.75	4	3	0	0	0	0	0	0	57.143	100	
12941	동전 게임	21	8	7	2.714	7	7	3	0	0	0	3	1	36.842	87.5	
12942	원 위의 춤	42	9	9	2	18	12	7	0	0	0	1	4	50	100	
12943	노래방 2	29	11	8	1.75	11	17	0	0	0	0	1	0	57.143	72.727	
12944	재미있는 숫자 놀이	37	17	12	1.333	14	9	7	0	0	0	7	0	75	70.588	
12945	재미있는 박스 정리	107	27	22	3.409	39	57	5	0	0	0	5	1	29.333	81.481	
12946	육각 보드	182	39	30	3.833	41	109	4	0	4	0	14	10	26.087	76.923	
12947	트리 만들기	67	25	20	2.5	22	37	1	0	0	0	6	1	40	80	
12948	문자열의 개수	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12949	로봇의 이동	24	13	12	1.667	13	6	3	0	0	0	0	2	60	92.308	
12950	팰린드롬 보행	101	22	21	3	34	54	1	1	0	0	6	5	33.333	95.455	
12951	경기 결과	25	13	11	1.636	12	4	3	0	0	0	4	2	61.111	84.615	
12952	숫자 자물쇠	58	10	5	1	9	37	5	2	3	0	2	0	100	50	
12953	숫자 자물쇠 2	130	15	3	4	6	47	5	1	1	0	55	15	25	20	
12954	비트 문자열 뒤집기	10	4	3	1	3	7	0	0	0	0	0	0	100	75	
12955	팰린드롬 부분 문자열	18	10	10	1.5	13	5	0	0	0	0	0	0	66.667	100	
12956	퍼레이드	77	30	28	2.286	32	19	17	0	2	0	4	3	43.75	93.333	
12957	보행의 개수	8	4	4	2	4	4	0	0	0	0	0	0	50	100	
12958	단순 사이클의 개수	11	8	8	1.375	8	0	2	0	0	0	0	1	72.727	100	
12959	방향판	13	10	10	1.1	12	1	0	0	0	0	0	0	90.909	100	
12960	체스판	13	9	9	1.333	10	3	0	0	0	0	0	0	75	100	
12961	체스판 2	48	24	21	1.476	27	8	6	0	0	0	3	4	67.742	87.5	
12962	나무 자르기	5	4	4	1.25	4	0	1	0	0	0	0	0	80	100	
12963	달리기	62	20	17	1.765	33	29	0	0	0	0	0	0	56.667	85	
12964	점수의 합	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
12965	빨간 선분 파란 선분	7	5	5	1.4	5	1	1	0	0	0	0	0	71.429	100	
12966	턴 게임 2	74	16	14	4.714	15	56	1	0	1	0	1	0	21.212	87.5	
12967	pqr	72	21	15	3.133	25	24	15	0	0	0	6	2	31.915	71.429	
12968	방문	195	72	70	2.5	85	93	7	2	0	0	5	3	40	97.222	
12969	ABC	432	160	147	2.204	204	100	76	9	1	0	28	14	45.37	91.875	
12970	AB	342	107	93	2.903	107	151	57	4	1	0	15	7	34.444	86.916	
12971	숫자 놀이	64	28	28	1.929	36	14	8	4	0	0	0	2	51.852	100	
12972	GCD 테이블	33	16	14	1.571	16	10	5	0	0	0	0	2	63.636	87.5	
12973	Array GCD	32	15	14	1.571	16	13	1	0	0	0	1	1	63.636	93.333	
12974	시간 여행과 Multiset	30	11	9	2.111	10	4	5	1	6	0	2	2	47.368	81.818	
12975	트라이슬	32	11	11	2.546	14	12	3	2	0	0	0	1	39.286	100	
12976	돌 옮기기	51	11	11	4.182	13	32	3	0	0	0	1	2	23.913	100	
12977	원 위의 점	12	6	6	2	6	6	0	0	0	0	0	0	50	100	
12978	스크루지 민호 2	36	14	13	2.615	13	22	1	0	0	0	0	0	38.235	92.857	
12979	종이 접기	133	39	36	2.833	41	79	8	0	0	0	4	1	35.294	92.308	
12980	좋아하는 수열	32	22	22	1.409	23	3	3	0	0	0	0	3	70.968	100	
12981	공 포장하기	155	65	60	2.2	70	79	1	0	0	0	1	4	45.455	92.308	
12982	공 포장하기 2	146	41	31	3.097	37	72	26	0	0	0	6	5	32.292	75.61	
12983	Set Definition	63	24	23	2.174	29	8	13	1	1	0	8	3	46	95.833	
12984	문자열의 분할	25	5	5	4.8	6	16	3	0	0	0	0	0	20.833	100	
12985	비밀 회선	47	12	8	3.5	14	20	6	0	4	0	3	0	28.571	66.667	
12986	??????? ?????2	34	11	11	3.091	11	15	2	0	0	0	6	0	32.353	100	
12987	Matrix Again	60	15	15	3.2	21	22	10	0	3	0	1	3	31.25	100	
12988	주식 차트	15	8	8	1.5	11	4	0	0	0	0	0	0	66.667	100	
12989	LCS Again	2	2	1	1	1	1	0	0	0	0	0	0	100	50	
12990	A Heap of Heaps	3	3	3	1	3	0	0	0	0	0	0	0	100	100	
12991	홍준이의 행렬	42	16	15	1.933	21	14	0	0	0	0	7	0	51.724	93.75	
12992	홍준이의 교집합	24	9	9	2.556	10	12	1	0	0	0	1	0	39.13	100	
12993	이동3	253	81	79	2.76	86	135	15	1	4	0	4	8	36.239	97.531	
12994	이동3-2	82	26	19	2.579	26	42	6	3	0	0	1	4	38.776	73.077	
12995	트리나라	195	67	63	1.841	105	52	13	1	2	0	9	13	54.31	94.03	
12996	Acka	280	156	154	1.325	204	30	21	0	1	0	7	17	75.49	98.718	
12997	철인 2종 경기	46	11	2	1.5	2	18	8	0	6	0	8	4	66.667	18.182	
12998	꽃 장식하기	7	4	4	1.75	4	3	0	0	0	0	0	0	57.143	100	
12999	화려한 마을3	48	9	7	3.429	27	10	11	0	0	0	0	0	29.167	77.778	
13000	홍준이와 가능한 집합	30	7	4	1.5	6	5	17	1	0	0	0	1	66.667	57.143	
13001	홍준이와 직사각형	11	3	2	1.5	2	9	0	0	0	0	0	0	66.667	66.667	
13002	Happy Cow	93	41	37	1.892	45	36	9	0	0	0	2	1	52.857	90.244	
13003	배수열	69	31	30	1.867	42	13	6	0	0	0	8	0	53.571	96.774	
13004	비밀 임무	30	7	6	4.833	6	7	9	5	0	0	2	1	20.69	85.714	
13005	행복한 나무	23	12	11	1.818	11	10	2	0	0	0	0	0	55	91.667	
13006	키위쥬스	14	7	3	1.333	4	5	3	0	0	0	1	1	75	42.857	
13007	ntopia	20	13	12	1.25	16	2	2	0	0	0	0	0	80	92.308	
13008	특수 능력	87	18	12	3.833	24	28	28	0	0	0	6	1	26.087	66.667	
13009	특수 능력 2	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
13010	h(n)	163	26	22	6.591	28	94	31	0	0	0	6	4	15.172	84.615	
13011	사탕의 밀도	170	26	23	5.391	38	113	4	0	0	0	8	7	18.548	88.462	
13012	접미사 배열 1	22	7	6	2.333	8	13	0	0	0	0	0	1	42.857	85.714	
13013	접미사 배열 2	101	53	50	1.7	59	36	0	0	1	1	3	1	58.824	94.34	
13014	동혁이의 이동	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13015	별 찍기 - 23	704	392	380	1.558	450	90	0	0	1	118	18	27	64.189	96.939	
13016	내 왼손에는 흑염룡이 잠들어 있다	132	60	49	1.735	62	20	21	15	0	0	8	6	57.647	81.667	
13017	특이한 수	16	5	2	2	2	5	2	2	3	0	2	0	50	40	
13018	특이한 수열	6	4	4	1.5	4	2	0	0	0	0	0	0	66.667	100	
13019	A를 B로	90	29	23	3.174	28	54	3	1	0	0	1	3	31.507	79.31	
13020	좋은 집합	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
13021	공 색칠하기	74	33	29	2.035	31	40	0	0	0	0	3	0	49.153	87.879	
13022	늑대와 올바른 단어	152	45	40	2.8	48	90	8	0	0	0	3	3	35.714	88.889	
13023	ABCDE	3206	683	561	3.649	864	1287	628	6	34	3	142	242	27.406	82.138	
13024	서브 트리의 크기	16	6	6	2.333	7	9	0	0	0	0	0	0	42.857	100	
13025	숫자 골라내기	8	4	4	1.5	5	3	0	0	0	0	0	0	66.667	100	
13026	저녁 식사	20	8	8	1.625	10	3	2	0	0	0	4	1	61.538	100	
13027	Clique Problem	7	3	3	2.333	3	4	0	0	0	0	0	0	42.857	100	
13028	민호의 소원	14	8	7	1.857	7	4	2	0	0	0	0	1	53.846	87.5	
13029	홍준이와 반물질	24	9	8	1.5	15	6	0	0	0	0	0	3	66.667	88.889	
13030	홍준이와 트리	15	5	5	2.8	6	6	0	0	0	0	2	1	35.714	100	
13031	????? ????????? ????	25	14	12	1.167	12	7	0	0	0	0	6	0	85.714	85.714	
13032	PS 테러리스트	12	7	7	1.714	7	4	0	0	0	0	0	1	58.333	100	
13033	홍준이와 트리2	3	2	2	1	3	0	0	0	0	0	0	0	100	100	
13034	다각형 게임	59	33	27	1.333	28	27	0	0	0	0	0	4	75	81.818	
13035	Rectangle and Squares	28	10	7	2.714	7	19	1	0	0	0	0	1	36.842	70	
13036	Zeroes and Ones	10	5	5	1.8	6	4	0	0	0	0	0	0	55.556	100	
13037	New Track	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13038	Tree	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13039	Barbarians	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13040	Important Test	11	6	6	1.333	9	2	0	0	0	0	0	0	75	100	
13041	Centipede	5	3	3	1.667	3	2	0	0	0	0	0	0	60	100	
13042	Binary Tree	9	3	3	3	3	5	0	1	0	0	0	0	33.333	100	
13043	Containers and Reagents	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13044	Money Exchange	14	4	4	2.25	8	0	3	0	0	0	2	1	44.444	100	
13045	Elimination Round, Problem F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13046	Secret Code	15	9	9	1.667	9	0	6	0	0	0	0	0	60	100	
13047	Chaos	12	8	8	1	9	2	0	0	0	0	0	1	100	100	
13048	New Adventure of Marty and Doc	5	3	3	1	5	0	0	0	0	0	0	0	100	100	
13049	Teams Creation	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
13050	Maximal Sum	111	23	21	4.667	23	61	1	0	15	0	3	8	21.429	91.304	
13051	Fancy Antiques	25	5	5	3.4	6	12	1	0	1	0	3	2	29.412	100	
13052	Alternative Bracket Notation	6	5	5	1.2	5	0	0	0	0	0	1	0	83.333	100	
13053	Greetings!	13	7	7	1.857	7	4	2	0	0	0	0	0	53.846	100	
13054	Programming Team	8	5	5	1.4	6	1	1	0	0	0	0	0	71.429	100	
13055	K-Inversions	29	18	18	1.5	19	4	4	0	0	0	0	2	66.667	100	
13056	Mountain Scenes	14	9	9	1.444	10	3	0	0	0	0	1	0	69.231	100	
13057	Symmetry	7	4	4	1.75	4	3	0	0	0	0	0	0	57.143	100	
13058	Jewel Thief	88	23	14	2.786	19	25	16	4	0	0	9	15	35.897	60.87	
13059	Tourists	20	10	9	1.778	10	6	3	0	0	0	1	0	56.25	90	
13060	Whiteboard	10	5	5	2	5	5	0	0	0	0	0	0	50	100	
13061	YATP	17	5	5	3.2	6	2	3	0	0	0	0	6	31.25	100	
13062	2016 KBO 한국시리즈 우승팀	150	125	61	1.295	61	65	0	0	0	0	10	14	77.215	48.8	
13063	Lobby	29	12	12	2.25	14	15	0	0	0	0	0	0	44.444	100	
13064	Cameras	46	23	23	1.913	24	22	0	0	0	0	0	0	52.273	100	
13065	Robot	66	4	1	1	3	33	26	1	1	0	0	2	100	25	
13066	Laser Game	1	1	0	0	0	0	0	0	0	0	0	1	0	0	
13067	Billboard	28	5	5	3.8	12	8	8	0	0	0	0	0	26.316	100	
13068	Funfair	26	5	4	2	10	11	2	0	1	0	0	2	50	80	
13069	Beehive	8	5	5	1.6	5	3	0	0	0	0	0	0	62.5	100	
13070	DNA Sequencing	11	4	4	2.75	4	7	0	0	0	0	0	0	36.364	100	
13071	Cafebazaar	10	5	5	2	5	5	0	0	0	0	0	0	50	100	
13072	Fence	5	5	5	1	5	0	0	0	0	0	0	0	100	100	
13073	Sums	177	92	90	1.189	125	29	4	0	1	0	9	9	84.112	97.826	
13074	Musican Notes	10	7	7	1	10	0	0	0	0	0	0	0	100	100	
13075	Fibonacci Sequence	30	25	24	1.125	24	2	0	0	0	0	3	1	88.889	96	
13076	Distinct rational numbers	25	16	16	1.313	20	0	4	0	0	0	0	1	76.19	100	
13077	Sequence	47	20	20	1.1	36	2	4	0	1	0	0	4	90.909	100	
13078	History-Cleanable DFA	10	4	4	2	5	2	3	0	0	0	0	0	50	100	
13079	Partitioning a Queue	7	4	4	1	7	0	0	0	0	0	0	0	100	100	
13080	Brocard Point	12	7	7	1.429	9	2	0	0	0	0	1	0	70	100	
13081	RATS	7	5	5	1.2	6	1	0	0	0	0	0	0	83.333	100	
13082	M and A	12	7	7	1.571	8	4	0	0	0	0	0	0	63.636	100	
13083	Change a Password	13	6	6	2.167	6	7	0	0	0	0	0	0	46.154	100	
13084	Delete Files	16	7	6	2.167	6	9	1	0	0	0	0	0	46.154	85.714	
13085	Line Gimmick	43	17	15	1.667	26	12	1	0	0	0	0	4	60	88.235	
13086	Shifting a Matrix	7	3	3	2.333	3	2	1	0	0	0	1	0	42.857	100	
13087	Modern Announce Network	9	5	5	1.8	5	4	0	0	0	0	0	0	55.556	100	
13088	Cube Dividing	48	4	1	1	1	10	1	0	0	0	31	5	100	25	
13089	Donut Decoration	23	7	7	1.857	14	0	0	0	0	0	7	2	53.846	100	
13090	Shortest Bridge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13091	Longest Shortest Path	53	5	4	12.5	5	27	15	0	0	0	0	6	8	80	
13092	Optimal Tournament	10	4	4	2.5	4	3	3	0	0	0	0	0	40	100	
13093	North North West	15	10	10	1.5	10	5	0	0	0	0	0	0	66.667	100	
13094	Unknown Switches	11	10	10	1.1	10	1	0	0	0	0	0	0	90.909	100	
13095	Speedrun	35	7	7	4.857	7	23	4	0	0	0	0	1	20.588	100	
13096	Flowers	15	9	9	1.667	9	6	0	0	0	0	0	0	60	100	
13097	Square in Circles	32	8	8	3.875	9	17	2	0	0	0	4	0	25.806	100	
13098	Reverse a Road II	16	7	7	2.286	7	0	7	0	0	0	2	0	43.75	100	
13099	Cookie Counter	13	9	9	1.444	9	2	1	0	0	0	1	0	69.231	100	
13100	Points and Lines	12	10	10	1.2	10	0	2	0	0	0	0	0	83.333	100	
13101	Color the Map Extreme	42	5	5	3.6	17	11	12	0	0	0	0	2	27.778	100	
13102	Website Tour	20	7	7	2.286	10	7	0	0	0	0	2	1	43.75	100	
13103	Idempotent Filter	11	9	9	1.222	9	2	0	0	0	0	0	0	81.818	100	
13116	30번	381	170	164	1.811	224	86	43	1	2	0	38	22	55.219	96.471	
13117	가위바위보	63	18	0	0	0	98	9	1	0	0	8	13	0	0	
13118	뉴턴과 사과	450	297	294	1.361	355	113	1	2	2	0	4	24	73.5	98.99	
13119	Mountains Beyond Mountains	279	132	129	1.899	179	82	36	1	0	0	17	17	52.653	97.727	
13120	트리의 변화	51	16	15	2.2	37	23	7	0	0	0	2	4	45.455	93.75	
13121	이진 탐색	73	16	14	4.071	33	116	4	0	7	0	11	2	24.561	87.5	
13122	별빛이 내린다	169	14	9	9.889	21	128	5	23	0	0	11	4	10.112	64.286	
13123	계산 실수	48	12	7	3	10	35	16	2	0	0	13	3	33.333	58.333	
13124	순열 그래프의 전갈성 판별	81	38	36	2.111	74	72	18	2	1	0	1	5	47.368	94.737	
13125	Checkpoint	90	19	19	3	36	74	3	1	20	0	11	15	33.333	100	
13126	The Show Must Go On	33	7	7	4.571	9	7	17	0	0	0	4	11	21.875	100	
13127	도박과 사각형	44	15	12	2.333	21	61	25	3	0	0	0	2	42.857	80	
13128	특수부대 CH	56	9	5	1.8	8	99	17	0	0	0	0	19	55.556	55.556	
13129	Disposable Cup	199	145	143	1.231	188	20	8	7	0	1	6	4	81.25	98.621	
13130	FunctionCup	27	18	17	1.177	30	3	11	0	0	0	1	1	85	94.444	
13131	HicCup	372	100	76	3	109	337	7	0	0	0	23	21	33.333	76	
13132	World Cup	132	31	27	3.074	52	139	0	0	0	0	3	11	32.53	87.097	
13133	Aurora Princess	506	207	197	2.401	257	327	7	0	2	1	20	22	41.649	95.169	
13134	Baseball Watching	138	63	58	1.535	95	14	46	2	0	0	12	5	65.169	92.063	
13135	Corrupt Election	58	34	29	1.276	48	50	0	0	0	0	2	4	78.378	85.294	
13136	Do Not Touch Anything	677	331	311	1.83	392	378	0	0	0	0	7	19	54.657	93.958	
13137	Exchange Problem	314	120	71	2.521	109	315	27	5	0	0	8	14	39.665	59.167	
13138	Fairies' Sorcery	57	17	13	2.077	29	26	12	5	1	0	1	0	48.148	76.471	
131313139	Grid Forest	263	48	35	3.771	65	178	34	31	0	0	32	10	26.515	72.917	
13140	Hello World!	523	181	168	2.637	237	303	11	4	0	0	86	25	37.923	92.818	
13141	Ignition	124	68	68	1.544	104	40	6	0	0	0	1	10	64.762	100	
13142	Jolly Jelly Jiffy	41	13	13	3	21	27	5	2	0	0	6	0	33.333	100	
13143	King of Chairs	61	39	38	1.342	57	20	3	1	0	0	1	1	74.51	97.436	
13144	List of Unique Numbers	496	176	160	2.275	241	265	65	15	3	0	22	17	43.956	90.909	
13145	Masonry Bridge	55	17	16	3.063	25	30	11	4	1	0	23	0	32.653	94.118	
13146	같은 수로 만들기2	160	47	42	2.357	78	51	22	0	0	0	7	2	42.424	89.362	
13147	Dwarves	235	77	72	2.444	98	67	33	0	3	0	21	13	40.909	93.506	
13148	Correcting Cheeseburgers	68	12	9	5.778	13	26	28	0	0	0	0	1	17.308	75	
13149	Knapsack in a Globalized World	80	26	26	2.885	30	40	9	0	0	0	0	1	34.667	100	
13150	Matrix Cypher	72	33	33	2.152	34	10	9	3	1	0	10	5	46.479	100	
13151	Model Railroad	76	32	32	2.313	34	30	5	0	0	0	4	3	43.243	100	
13152	One-Way Roads	102	28	26	2.808	42	27	15	0	0	0	11	7	35.616	92.857	
13153	Formula	68	36	35	1.743	35	21	0	0	0	0	0	12	57.377	97.222	
13154	Celestial Map	40	14	13	2.154	13	20	0	0	0	0	0	7	46.429	92.857	
13155	Common Knowledge	49	49	49	1	49	0	0	0	0	0	0	0	100	100	
13156	Selling CPUs	57	40	38	1.342	41	16	0	0	0	0	0	0	74.51	95	
13157	Routing	57	31	29	1.552	33	21	0	2	0	0	0	1	64.444	93.548	
13158	Maze	59	22	22	2.318	29	28	1	0	0	0	1	0	43.137	100	
13159	배열	512	59	40	7.35	95	130	101	7	0	0	168	11	13.605	67.797	
13160	최대 클리크 구하기	475	166	149	2.49	189	169	86	3	0	0	14	14	40.162	89.759	
13161	분단의 슬픔	860	149	137	4.161	288	344	175	0	0	0	28	25	24.035	91.946	
13162	Flowey's Love	66	12	11	5.182	15	37	9	3	0	0	0	2	19.298	91.667	
13163	닉네임에 갓 붙이기	1726	848	825	1.749	936	397	6	0	24	12	153	198	57.173	97.288	
13164	행복 유치원	564	295	279	1.588	343	140	33	2	6	0	29	11	62.98	94.576	
13165	이것도 해결해 보시지	350	32	28	8.607	58	174	90	6	2	0	13	7	11.618	87.5	
13166	범죄 파티	521	107	88	3.864	122	200	129	11	0	0	46	13	25.882	82.243	
13167	포스터	243	41	30	5.4	56	10	97	30	6	0	36	8	18.519	73.171	
13168	내일로 여행	381	126	118	2.559	162	163	6	0	5	0	31	14	39.073	93.651	
13169	Xor of Sums	114	34	24	2.458	36	32	37	0	0	0	2	7	40.678	70.588	
13170	떨어진 수정	308	150	144	1.785	168	122	0	0	0	0	2	16	56.031	96	
13171	A	1010	370	349	2.332	419	394	58	21	3	0	81	34	42.875	94.324	
13172	Σ	327	123	114	2.149	145	109	24	0	21	0	8	20	46.531	92.683	
13173	Ω	44	17	16	2	18	25	0	0	0	0	1	0	50	94.118	
13174	괄호	35	21	19	1.737	19	14	0	0	0	0	2	0	57.576	90.476	
13175	능력	10	7	7	1.143	9	1	0	0	0	0	0	0	87.5	100	
13176	동전	38	20	17	1.588	20	12	0	0	0	0	3	3	62.963	85	
13177	로봇	7	4	4	1.75	4	3	0	0	0	0	0	0	57.143	100	
13178	목공	15	4	4	2.5	9	4	0	0	0	0	2	0	40	100	
13179	비트	7	6	6	1	7	0	0	0	0	0	0	0	100	100	
13180	순열	13	12	12	1.083	12	1	0	0	0	0	0	0	92.308	100	
13181	악수	5	4	4	1.25	4	1	0	0	0	0	0	0	80	100	
13182	제비	7	7	7	1	7	0	0	0	0	0	0	0	100	100	
13183	창문	43	26	26	1.615	27	9	4	0	1	0	0	2	61.905	100	
13184	카드	3	3	3	1	3	0	0	0	0	0	0	0	100	100	
13185	트리	19	11	11	1.636	12	3	2	0	0	0	2	0	61.111	100	
13186	팔찌	31	14	14	2	17	0	13	0	0	0	1	0	50	100	
13187	흑백	6	6	5	1	5	0	0	0	0	0	0	1	100	83.333	
13188	Kangaroo	74	31	30	1.833	41	18	2	0	0	0	6	7	54.545	96.774	
13190	Match	46	24	17	1.706	20	11	7	3	0	0	4	1	58.621	70.833	
13191	Popeala	64	16	15	3.733	21	10	27	0	0	0	6	0	26.786	93.75	
13199	치킨 먹고 싶다	4091	838	91	6.253	157	1481	2132	40	30	0	216	185	15.993	10.859	
13200	Light Up	73	27	21	1.952	33	37	7	0	0	0	2	2	51.22	77.778	
13201	즉흥 여행	1336	108	62	13.065	146	661	484	34	23	0	141	52	7.654	57.407	
13202	피자 배치	332	80	64	3.344	108	307	15	0	0	0	3	14	29.907	80	
13203	읽어내기	114	23	15	5.467	28	32	56	0	0	0	17	4	18.293	65.217	
13204	표본의 수 구하기	565	100	67	5.09	125	480	112	0	18	0	21	23	19.648	67	
13205	비밀번호	64	20	14	2.929	26	27	43	0	2	0	6	3	34.146	70	
13206	Professor KCM	736	182	134	3.366	206	495	80	2	3	0	45	32	29.712	73.626	
13207	Torres del Paine	25	9	9	2.667	16	19	2	0	0	0	0	1	37.5	100	
13208	승현이와 승현이	119	27	22	4.227	35	44	25	5	1	0	27	1	23.656	81.481	
13209	검역소	268	68	65	2.815	103	151	13	1	1	0	17	11	35.519	95.588	
13210	직사각형의 개수	66	8	7	7.143	18	7	38	0	0	0	3	1	14	87.5	
13211	Passport Checking	26	19	15	1.267	17	1	7	0	1	0	0	0	78.947	78.947	
13212	Random	49	10	9	4.778	12	16	16	0	0	0	3	2	20.93	90	
13213	Binary Roads	34	16	15	1.6	21	12	0	0	0	0	0	1	62.5	93.75	
13214	Swaps	20	7	5	1.4	5	0	13	2	0	0	0	0	71.429	71.429	
13215	Fish	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
13216	Badminton	143	96	96	1.385	149	99	15	0	6	0	38	72	72.18	100	
13217	Honey	19	11	11	1.727	11	2	3	0	0	0	3	0	57.895	100	
13218	Bitcoin	20	6	5	3.2	5	2	7	0	1	0	3	2	31.25	83.333	
13219	Trains	10	5	5	2	5	5	0	0	0	0	0	0	50	100	
13220	Secret	10	4	4	2.5	4	1	1	2	0	0	2	0	40	100	
13221	Manhattan	103	75	74	1.297	78	16	0	0	0	0	8	1	77.083	98.667	
13222	Matches	78	64	64	1.109	70	6	0	0	0	0	0	2	90.141	100	
13223	소금 폭탄	200	88	77	2.234	84	112	0	0	0	0	1	3	44.767	87.5	
13224	Chop Cup	169	131	131	1.076	153	8	0	0	0	0	7	1	92.908	100	
13225	Divisors	264	215	210	1.143	220	31	0	0	1	0	0	12	87.5	97.674	
13226	Divisors Again	117	75	70	1.243	88	14	10	0	0	0	4	1	80.46	93.333	
13227	TicTacToe	119	56	52	1.981	62	52	1	0	0	0	2	2	50.485	92.857	
13228	The REAL Manhattan distance	105	80	80	1.088	90	2	5	0	2	0	1	5	91.954	100	
13229	Selection Sum	131	95	94	1.106	116	4	4	0	0	0	6	1	90.385	98.947	
13230	Bits equalizer	89	23	21	3.476	28	55	1	0	1	0	3	1	28.767	91.304	
13231	Lucky Tickets	27	18	18	1.222	23	4	0	0	0	0	0	0	81.818	100	
13232	Domain clusters	12	9	9	1.333	9	2	0	0	0	0	0	1	75	100	
13233	Celtic Symmetry	6	4	3	1.333	4	1	0	0	0	0	1	0	75	75	
13234	George Boole	270	198	195	1.282	204	57	0	0	0	0	3	6	78	98.485	
13235	팰린드롬	746	461	447	1.416	491	164	1	0	2	0	22	66	70.616	96.963	
13236	Collatz Conjecture	270	182	181	1.276	203	43	0	3	5	0	8	8	78.355	99.451	
13237	Binary tree	143	49	46	2.848	53	75	5	1	0	0	8	1	35.115	93.878	
13238	Bitcoin investment	112	83	81	1.124	86	13	0	0	0	0	4	9	89.011	97.59	
13239	Combinations	101	72	69	1.29	76	10	1	1	5	0	5	3	77.528	95.833	
13240	Chessboard	189	157	157	1.134	167	13	0	0	0	0	3	6	88.202	100	
13241	최소공배수	3975	2341	2257	1.576	2404	1012	83	0	98	4	186	188	63.452	96.412	
13242	Harps and Tails	28	11	10	1.9	10	15	0	0	0	0	0	3	52.632	90.909	
13243	Non-decreasing subsegment	91	46	44	1.886	48	40	0	0	0	0	2	1	53.012	95.652	
13244	Tree	129	78	75	1.507	86	32	0	0	0	0	10	1	66.372	96.154	
